path	baseline_blob	status	evidence
vrl/generation/bindings/full_sequence_denoise/executor.py	976b8869a6d73f19b209b792571a3032b49b0bf0	reviewed	denoise_executor.md
vrl/generation/bindings/full_sequence_denoise/gather.py	06a10ed576e514fb029cc45232055281c4116c9b	reviewed	denoise_layout_gather.md
vrl/generation/bindings/full_sequence_denoise/layout.py	e70cb41dbddde0e65baa05aa272988d4f727b262	reviewed	denoise_layout_gather.md
vrl/generation/bindings/token_autoregressive/__init__.py	91f3e2246dc2ec2a60f125065b10f347601d5f5f	pending	-
vrl/generation/bindings/token_autoregressive/executor.py	5d759291589be542f040a27bc76469e3b3e9d0f8	pending	-
vrl/generation/bindings/token_autoregressive/layout.py	8f3084c34293e95b5b205d7089306e4a8c462dc9	pending	-
vrl/generation/composition/__init__.py	093fbf82bc8748510d2b732221668e180f301845	pending	-
vrl/generation/composition/token_autoregressive/__init__.py	90572d1353c5111185f84f59335d650ec627e1ab	pending	-
vrl/generation/composition/token_autoregressive/token_loop.py	5f564fbc1eca34f84a9447f452abfeaa47c94ef0	pending	-
vrl/generation/execution/__init__.py	6428df9582d2f5852c5d3bafdd86f2883f28f4f2	pending	-
vrl/generation/execution/batch_memory.py	6f5369cf9af1ae67467865b95a04e08487892907	reviewed	batch_memory.md
vrl/generation/execution/batch_placement.py	20b21641069ce0f706be8e774c6a0801d045a7af	pending	-
vrl/generation/execution/executor_base.py	82957681cb05906f2121247e970e7eee88f11417	reviewed	execution_contracts.md
vrl/generation/execution/memory_parking.py	47bdd37330e10738437e72197bd6b7845908cc61	reviewed	memory_parking.md
vrl/generation/execution/pipeline.py	1c04decba405c040e3407a8508c51649c110d068	reviewed	pipeline.md
vrl/generation/execution/planner.py	be729a171f088dc5c35c694e1edea6ad91273d0a	reviewed	execution_contracts.md
vrl/generation/execution/rank_group.py	32c60cdf57f07a1c2036b93fd930ea9a871b6f4d	pending	-
vrl/generation/execution/sample_batches.py	c5c98b1c6dae0dd4ec9e35a25a6cafbc47da469a	reviewed	sample_batch_contracts.md
vrl/generation/execution/types.py	bfe6dd74a444aeaa64a84164792ce00c844c0fb8	reviewed	execution_contracts.md
vrl/generation/execution/worker.py	373f2ae9c8b32dddb0061d140ee0a19227c4a104	pending	-
vrl/generation/launch_contract.py	9e6459395d36be8d343a66525b9f07d26ab40713	pending	-
vrl/generation/protocols.py	9b820fc3c3ae74bce1b76967fc6bc9353cea21fb	pending	-
vrl/generation/ray/__init__.py	4dbcac310188b85480f8eae0ef9c757b216f7fb2	pending	-
vrl/generation/ray/config.py	219c6bd550d1aed0af34c527e6e1561e89c01b53	pending	-
vrl/generation/ray/engine.py	1b8292a72602846a13f17ee8d2721cf3ff555d3f	pending	-
vrl/generation/ray/executor.py	5e6ab1dedb66ea4c6d3ebcd3a367bc0cb5bd7ff4	pending	-
vrl/generation/ray/health_monitor.py	74e2dbcbbf429de3a4e44675aaff09b54aa98c21	pending	-
vrl/generation/ray/launch_inputs.py	68452738b8dc5db96f41619cde73f852e9e9c85c	pending	-
vrl/generation/ray/launcher.py	23916b0a9815b01872e236020a366db4d21bf4d5	pending	-
vrl/generation/ray/pipeline_protocol.py	3968cb77ec1115b8f39c68f260337af39c0dae21	pending	-
vrl/generation/ray/runtime.py	9efba6e0fdc7dc65a1344cbc50baf3e3e05e0e47	pending	-
vrl/generation/ray/session.py	bffaa8f3a6272f89859ceb4c1fb060d1545a6add	pending	-
vrl/generation/ray/weight_sync.py	5f026ce350f3e20131e279945cfb5111d85f9b51	pending	-
vrl/generation/ray/worker.py	7761931de4851bf7bf4718f80b24120b19fc5442	pending	-
vrl/generation/steps/__init__.py	9e4d5502cfd16a059bdd49c5f18aad77ff6338fb	pending	-
vrl/generation/steps/denoise/__init__.py	9027ebd20aa65b0298dda296346eba354b04cfb8	reviewed	denoise_steps.md
vrl/generation/steps/denoise/config.py	b1330007576e5f456f345b6b6b3aea9aff02524a	reviewed	denoise_steps.md
vrl/generation/steps/denoise/loop.py	0e4bf141dccbcdd427e2dcabc8d9e7496bd0f381	reviewed	denoise_steps.md
vrl/generation/steps/denoise/teacache.py	39f21a82a76cdd01032012cd110b8110262969f5	reviewed	denoise_steps.md
vrl/generation/steps/token/__init__.py	014f9cad115298898d572edc1bc936eb573d1a26	pending	-
vrl/generation/steps/token/protocol.py	ff8bb60fcd9542b0c01f8f6d4d1397d7334861d9	pending	-
vrl/generation/types.py	30b5e01b2dc640f2ec952a80966c2910bffc0e5c	pending	-
vrl/generation/weight_transfer.py	207cb65d39dfba9a92563a7631e21a295ab4c13f	pending	-
vrl/math/__init__.py	dc566089e0058e221887ab5ba911c843fa65df8a	pending	-
vrl/math/denoise/__init__.py	712e17865350233b2da6211a92752ff8087a6436	pending	-
vrl/math/denoise/ddim.py	3a2d13c1cbe238a8468e06af605319b14d401098	pending	-
vrl/math/denoise/flow_matching.py	98168face346ba05233422010d95bccf7b855ea7	pending	-
vrl/math/denoise/renoise.py	3708e9f04207dd5b9bb6729accc908bd4e22cd2e	pending	-
vrl/math/token/__init__.py	630af4658b867c9cfe39bae565983ae4b8e74a50	pending	-
vrl/math/token/flow_matching.py	0ecc93e01d7a3db22a8a59b28094cf56236b780e	pending	-
vrl/math/token/logprob.py	e0819ffa647504dcc2ca139378834b3fd478f9a2	pending	-
vrl/models/__init__.py	69285acb49d1dc4f09c37778ba4cf59077e86cf0	pending	-
vrl/models/checkpoint_identity.py	8ff026646ab9599185520db301d31d145a114990	reviewed	model_identity.md
vrl/models/dtypes.py	fd330edc987f707390d1d8564afac712cf14b388	reviewed	model_sampling_boundaries.md
vrl/models/families/__init__.py	e469084a8f8b2173a5b3b269ca5a4e4fe9d9df9b	pending	-
vrl/models/families/causvid/__init__.py	097bba3fb1ee91fa5f4d3405ee7190dda49104c7	pending	-
vrl/models/families/causvid/config.py	d328fdeae11569458d8b8db4de94b0a67d2762b2	pending	-
vrl/models/families/causvid/model.py	738b999f2e2963f6a046fdcb96504be6f12f83fb	pending	-
vrl/models/families/causvid/runner.py	5e62da2acd996481cfb251c92f216545a351ab8e	pending	-
vrl/models/families/causvid/runtime.py	77c5f0987b6c8f9a02d7eaa7fa7dbb81b5be33e8	pending	-
vrl/models/families/cogvideox/__init__.py	7ee0cd12875cc83b5fdf23b5bedd342b5ddd1777	pending	-
vrl/models/families/cogvideox/model.py	3c743927412f80abbdf0526545f92623f9b299bf	pending	-
vrl/models/families/cosmos/__init__.py	2a7be415518bae62c79d3778fa8959a6fcb77a0b	pending	-
vrl/models/families/cosmos/anima/__init__.py	669f016931ae8933c84e9f95c88cf9f30692d62f	pending	-
vrl/models/families/cosmos/anima/adapter.py	c51d17d6a2bb00d5716b8af881640f8f54e2aeba	pending	-
vrl/models/families/cosmos/anima/config.py	fd2cb723b9a3438814d5e4c10e70cde8ff4fbee6	pending	-
vrl/models/families/cosmos/anima/model.py	94784488acb446dedf530ec844976ab92ad19b3d	pending	-
vrl/models/families/cosmos/anima/runtime.py	e0675d8df88221968b4f32e98fe999c7e0091e2d	pending	-
vrl/models/families/cosmos/cosmos3/__init__.py	8f20920c6cd28fec3895b20108837dce827ad5f4	pending	-
vrl/models/families/cosmos/cosmos3/model.py	9c88ab8e75ca5eca40f1ebb8a248d118a6f95fc7	pending	-
vrl/models/families/cosmos/cosmos3/runtime.py	eb6790fc302d543a84e57a8aa7edfd391c8bcd24	pending	-
vrl/models/families/cosmos/predict2/__init__.py	fda2af26f0113f18c4d9ffa13c2c9a95d3df55ae	pending	-
vrl/models/families/cosmos/predict2/model.py	b9dc9139d6a67cb9e945e3f1033868aa3a3c2dec	pending	-
vrl/models/families/cosmos/predict2/runtime.py	a4245193dbce4d4e3189b9237256a10045ab1232	reviewed	denoise_executor.md
vrl/models/families/cosmos/predict2_5/__init__.py	e50442d0d1fbca89eaac60493c643152ea572bba	pending	-
vrl/models/families/cosmos/predict2_5/config.py	83631dd13338b12733245253765f9be8afe3515f	pending	-
vrl/models/families/cosmos/predict2_5/model.py	32398df97e413976b476c3744f5006748644bb05	pending	-
vrl/models/families/cosmos/predict2_5/runtime.py	5fdfbf7f95ff08c9b322830e0d19b7a08240a008	pending	-
vrl/models/families/echo/__init__.py	a5b442b5aa24faaf00a83f3432f9158eaf96e844	pending	-
vrl/models/families/echo/config.py	3406fb8e4ca4320bfc9e5093a055b15642dd069c	pending	-
vrl/models/families/echo/model.py	6eac72662ab17720ebe5a67a06ddfdf2a311e608	pending	-
vrl/models/families/echo/runtime.py	868930635f5640cb8452cfa16397be3f327726a4	pending	-
vrl/models/families/emu3/__init__.py	b91d16bd4651c886881d7df7faee0c8aa2d13800	pending	-
vrl/models/families/emu3/config.py	0e287c77f16aed2e2d6171d57dbf44257e08a2fa	pending	-
vrl/models/families/emu3/model.py	fd02c1e10ea859e524e49d81750e9121c7210f67	pending	-
vrl/models/families/emu3/runner.py	8b282fcf29c097efe160113d6e1a4d43c577db68	pending	-
vrl/models/families/emu3/runtime.py	c4525ff4b63c68e7cc3174b1cfe236d5d22fac8c	pending	-
vrl/models/families/flux/__init__.py	1f1cf553a516305d51b55f247ecc6bb6ef390b7d	pending	-
vrl/models/families/flux/config.py	7015158351bc1830a570789595971836d44fce58	pending	-
vrl/models/families/flux/model.py	78c1a5a16a71e060495152aae3b902648c954e42	pending	-
vrl/models/families/glm_image/__init__.py	911a683aaf9819ddde9b329f4e9ce8178bfe3398	pending	-
vrl/models/families/glm_image/config.py	2704051e9c0954089a00f8fba66b7ea7c8977c44	pending	-
vrl/models/families/glm_image/model.py	8cb562acdaad4a980e1595e3dd1a6ae960d23e34	pending	-
vrl/models/families/glm_image/runner.py	164dd8a47b680d275a338740c05593d7d2225365	pending	-
vrl/models/families/glm_image/runtime.py	876bc5bc8fa2a6dc7f3993ed2af4e4634f4e620c	pending	-
vrl/models/families/hunyuan_image/__init__.py	8f116030a7adb4836c8721328270a99c0ac0f661	pending	-
vrl/models/families/hunyuan_image/model.py	45a4396aac1807756bbf32c1a1dece7a4cf654bc	pending	-
vrl/models/families/hunyuan_video/__init__.py	bdaa7ba2b9524bd6e0ee9fe3f244e8ce2ff95689	pending	-
vrl/models/families/hunyuan_video/model.py	051398cd2934d4faf467470af318f990cc020635	pending	-
vrl/models/families/janus_pro/__init__.py	55bbeb3d103ee4b62cdea6e8f9aa5525a1c59512	pending	-
vrl/models/families/janus_pro/config.py	98019f0ed5d421d57c21b596558823076fb5f039	pending	-
vrl/models/families/janus_pro/model.py	b4c8f13aed83b671e68da58d429955a3bc307aa1	pending	-
vrl/models/families/janus_pro/runner.py	e267a98af709308373bfe3d8dd0862ced0481ff0	pending	-
vrl/models/families/janus_pro/runtime.py	dc86601d997005ad932e4d35134bfd6cdd8cec25	pending	-
vrl/models/families/llamagen/__init__.py	801b9ac6f4d49a4c3d2517ed5c7c1fb2f28c03be	pending	-
vrl/models/families/llamagen/config.py	a6e1b4b046e57a774d876f7cd0a2bafe5394fd44	pending	-
vrl/models/families/llamagen/model.py	4c7a653c7025876f0de8306abb919f1854c9334b	pending	-
vrl/models/families/llamagen/runner.py	1e5891177215cef25c41b3fc41a16940e24b767b	pending	-
vrl/models/families/llamagen/runtime.py	74719da645fd66e2acf24c15e143c0629c0b2530	pending	-
vrl/models/families/llamagen/vendor/__init__.py	1642368238b6aba0cb0d45db4aaecb34fa65731f	pending	-
vrl/models/families/llamagen/vendor/gpt.py	5455ff7e8ea459663b6db3e2cbb9eec623495829	pending	-
vrl/models/families/llamagen/vendor/vq_model.py	6b1648a0e30d75122bbba4d10fb0e3d919c2de95	pending	-
vrl/models/families/lumina2/__init__.py	b3cb6e4f5bfc5fd434c1c6404573dece2201c736	pending	-
vrl/models/families/lumina2/model.py	b8cc0d0497b909f6a60bf583eef1dff3aa08cbbd	pending	-
vrl/models/families/magi_1/__init__.py	641a854b2128322d41d02db6b6c6da70a6ebe8b0	pending	-
vrl/models/families/magi_1/config.py	c433b71d4d3e85db170fa37e5349404203be31aa	pending	-
vrl/models/families/magi_1/model.py	314d7ee52708c15bc954eaee223baf7f5f208842	pending	-
vrl/models/families/magi_1/runtime.py	b9a8dc9ea6f52f179f009c27cf9ac2e0174207e7	pending	-
vrl/models/families/minimax_h3/__init__.py	b207e050ad0268976d7717b23dc9a52b703530bd	pending	-
vrl/models/families/minimax_h3/model.py	98864bb1d8a527a7681e212909a99ae9b1fbb63a	pending	-
vrl/models/families/minimax_h3/runtime.py	d669c27460d5cb1b5793d060fdf47cf29cff8275	pending	-
vrl/models/families/mochi/__init__.py	0a2f1874dceb29a7507faf5ee9c8d8861e56d444	pending	-
vrl/models/families/mochi/model.py	c24d7aeed71dd98a6e527432951389f3bf1551ff	pending	-
vrl/models/families/names.py	c5247e67a450dc617b30191b9093f7660482f394	reviewed	model_sampling_boundaries.md
vrl/models/families/nextstep_1/__init__.py	084d69d40864772086de3a71ef087337798886b5	pending	-
vrl/models/families/nextstep_1/config.py	cf7dde93ddaf09404b63c036c6beb54ed9feeda1	pending	-
vrl/models/families/nextstep_1/model.py	52bdb29d330b3c03d7a50e157c265d6750dc81d7	pending	-
vrl/models/families/nextstep_1/runner.py	8ac38aa3c41f2f3b963c1ef03275dab3a1f628b0	pending	-
vrl/models/families/nextstep_1/runtime.py	346cc53141b7ba6cfa6dfd9411960cfb569a8981	pending	-
vrl/models/families/pixart_sigma/__init__.py	7867e1372de11ab5cd51906bff5b16d61ecf6a65	pending	-
vrl/models/families/pixart_sigma/model.py	3fa0a6b0a4ba67b2d71dd56e01c69a3ba2652b76	pending	-
vrl/models/families/qwen_image/__init__.py	664cf6759bbce22d2964d6f9eb920f5e81cde623	pending	-
vrl/models/families/qwen_image/model.py	648e5327e25db7c9ae090dc801799207ca9dacb1	pending	-
vrl/models/families/registry.py	83369a7145e19b9c21a52a7b9234fff96a311e72	pending	-
vrl/models/families/sana/__init__.py	561aa3965799958c8271ee7561d88805c1185ff0	pending	-
vrl/models/families/sana/model.py	dd4843b491f9cab360245f74d68d78872f6e9639	pending	-
vrl/models/families/sd3_5/__init__.py	509acfb6e7d087bb52d06fdcc8eff2a54f32c0cc	pending	-
vrl/models/families/sd3_5/config.py	b30d23ead6ae9d73d8976aed58f9b572a5f3c54a	pending	-
vrl/models/families/sd3_5/model.py	4acc0c8b11c76f8758a2686199b7f4f12b0f566f	pending	-
vrl/models/families/semantics.py	d7a36e4fd9b3cd7d8863c5721a4f05b87bc468bf	pending	-
vrl/models/families/vdn_h3/__init__.py	5fad905c31f1dc25ae009f569776116444e17d7c	pending	-
vrl/models/families/vdn_h3/config.py	225d25d6848031f50a0d539c2fd3721b5f677962	pending	-
vrl/models/families/vdn_h3/model.py	ee7e32c79e391abc9891c4dbb0b2f834193f4037	pending	-
vrl/models/families/vdn_h3/runtime.py	0f65044bbdae7b18893be96cdac39d8bcf75ec97	pending	-
vrl/models/families/vdn_h3/vendor.py	f0f3e68694fc6f66005347ef8f47385c5d5af1a6	pending	-
vrl/models/families/wan_2_1/__init__.py	fce1bd5e705af3f8dfad5e8ba021c3ee46b45c1a	pending	-
vrl/models/families/wan_2_1/config.py	683a13c6790e4d3c88eb0d423b0861a4936fae84	pending	-
vrl/models/families/wan_2_1/model.py	97c27c83ee39991c2b79e9a62509ced2093303b4	pending	-
vrl/models/families/wan_2_1/runtime.py	1b9ee08cf57d73247c5d27eefa946d4abd0592fa	reviewed	denoise_executor.md
vrl/models/interfaces/__init__.py	6bc6b704b4b878465905fe39da71088dce8c68fb	pending	-
vrl/models/interfaces/generation_memory.py	9de6afec8a9d9bdf197216361c433db83f88372f	pending	-
vrl/models/interfaces/replay.py	ab31a59699e21ca1a9a937d09304a97206b38eba	pending	-
vrl/models/interfaces/runtime.py	421068fce678bc0148363b8bb24098ce6c51e9ad	pending	-
vrl/models/loader.py	70b6387b7da30c99b6d02df9ba6244de35ead01a	pending	-
vrl/models/peft_adapter.py	1b4038785e61c7262ceb46f0b9c9e3d907ddb701	pending	-
vrl/models/precision.py	88815dd855c241f4034a1188193b158a983bfd6c	pending	-
vrl/models/sequence_parallel.py	16b8538ee0d7bc2add8f188127c12342ce51cc53	pending	-
vrl/models/source_integrity.py	91f4b5b1a194c838acb1ea6158bfa558f64b8573	pending	-
vrl/models/steps/__init__.py	6c95d00546b83f52e2835944a356b3f450b27adc	pending	-
vrl/models/steps/denoise/__init__.py	611772778c01ebec7b3a233ff592a0bbbbed4cae	pending	-
vrl/models/steps/denoise/base.py	d2d6f434a31e07dcfc75880683eff154c4d159bc	pending	-
vrl/models/steps/denoise/build.py	43957ce1db94131c619cefab60312accdee402ae	pending	-
vrl/models/steps/denoise/common/__init__.py	a0efc372369a381b382465357b38717c84accfc0	pending	-
vrl/models/steps/denoise/common/backbone.py	a2d626ff4285a007a87dd3be55f3d6f47668cf56	pending	-
vrl/models/steps/denoise/common/cfg.py	17802a432b697a55107d416fafdd0da5f91f73fc	pending	-
vrl/models/steps/denoise/common/latent_decode.py	7cc307f09b19eec83c83274783a6200824bd7a4e	pending	-
vrl/models/steps/denoise/common/lora.py	20a9c1fc3dd28cb5cc612d9d1b2997fa34521d0d	pending	-
vrl/models/steps/denoise/common/masked_prompt.py	80eb97cd9868ed10bb0f44fab390447b843258b7	pending	-
vrl/models/steps/denoise/common/tensors.py	3a1204280934dc51eeda3b40ef98970dec7b2324	pending	-
vrl/models/steps/denoise/common/timestep.py	3ab5b7ab4c759eecbf1877dc79c33c703c96b273	pending	-
vrl/models/steps/denoise/common/vae_decode_memory.py	78bfa351e1d16bd1131eeb9fa451e45ac18e629e	pending	-
vrl/models/steps/token/__init__.py	6bcdbb47bb5159ed7ea4cef2cce8776addfe4482	pending	-
vrl/models/steps/token/base.py	485811e36d6d5ef3ea92d5eb69e2f879686710ea	pending	-
vrl/models/steps/token/build.py	e463868893a6ab7f18d77c83416645abf91fb936	pending	-
vrl/models/steps/token/loader.py	e8ab1051246137f9947698f8ec723508ba919f3d	pending	-
vrl/models/steps/token/lora.py	9d244eee3e7b91ed309dac280d1149dab7dfee01	pending	-
vrl/models/steps/token/paged_attention_helpers.py	41e5413eb74e46c33f14b98fe44c6bf428ab8b02	pending	-
vrl/models/steps/token/vocab_head.py	cadf0919946949969bd3f4e9dcaad06e6dc6857f	pending	-
vrl/models/weight_utils.py	8c3fa3b0ac67d425a0ec19151a55db8957d64263	pending	-
vrl/nn/__init__.py	f09ab18edfc08cb6d7419edd31160aa43f9bb1ef	pending	-
vrl/nn/kernels/__init__.py	ed6e392d15f3903eb7e4ed5ac263bce3017c523e	pending	-
vrl/nn/kernels/attention/__init__.py	94c243968fd73a2f40296a02da5cfe77233b279d	pending	-
vrl/nn/kernels/attention/vllm_paged.py	615901639bfdd449a965f72f96f25766b5659a51	pending	-
vrl/nn/kernels/fused_linear_logprob.py	50a577fe18358b1b191046d3d6e38653532ee1b5	pending	-
vrl/nn/layers/__init__.py	35eff955ad1751663e8b6800999e9826ba9af752	pending	-
vrl/nn/layers/attention/__init__.py	b7d9f593bcecfe6c87c3cd03300062f69f31668f	pending	-
vrl/nn/layers/attention/cache_rows.py	da58c7d083be957f5fcdbe7624901c11500ec0d9	pending	-
vrl/nn/layers/attention/paged.py	9c7d14271b402efa4439c6dc76921806d4319047	pending	-
vrl/nn/modules/__init__.py	e28d8645c3aab3736da9f779c4ec602875a0d9c7	pending	-
vrl/nn/modules/ar_attention_backends.py	eddd1c806d5c1c8e1ca6e6b789599ba79dd7ebbb	pending	-
vrl/nn/modules/ar_decoder.py	703d92e72e542a29a7090ea6b28207f115ce5f7a	pending	-
vrl/nn/modules/torch_attention.py	736cb764dbb29c277eacabc267fc892774a2a527	pending	-
vrl/nn/optimization/__init__.py	3c42480084cb5323ce87bd20634b45917080448a	pending	-
vrl/nn/optimization/passes.py	e6de15ea541e0e10fa3114c1b27ba13d20de3f39	pending	-
vrl/nn/quantization/__init__.py	63eacbbe336ad5b8e1418c5dd6874f2159edeb79	pending	-
vrl/nn/quantization/base.py	f64afa246243e9657d8474f05e4e6f6f8a0fba57	pending	-
vrl/nn/quantization/formats.py	5d014a39a27b9b0f01abbdd2ba7e432d7ba43b49	pending	-
vrl/nn/quantization/fp4.py	bee27a5411da7b0d68c0ea88b5431e3cf6820ece	pending	-
vrl/nn/quantization/fp4_kernels.py	f02ac260c9c6f0072f369c559b550d29fa1bf165	pending	-
vrl/nn/quantization/fp8.py	44161c272a48b8540a53e81aa2589fd3af2e9849	pending	-
vrl/nn/quantization/targeting.py	0afd6d1b5dfc3c20cde01bb1a361a3733cc737c3	pending	-
vrl/ray/__init__.py	d5d7c6db71a92d5977cb71a0787114d599ef5cd4	pending	-
vrl/ray/actor_group.py	fc280407590de76434ac0f456f40704407c07d06	pending	-
vrl/ray/actor_pool.py	607ed88be8b9e6e87820fbfb80c2d249ba8d8e20	pending	-
vrl/ray/dependencies.py	12a4d335d1c646d6b9834566657782a0554c394d	pending	-
vrl/ray/operation_deadline.py	c38b70d9e7342bbe2af6e2cf03f58bbda8379447	pending	-
vrl/ray/placement.py	4cd1be7797a67b981150d9852b780eb6f6a2c007	pending	-
vrl/ray/resources.py	1089a56c40d6074eaa8059d0a578d46f46f1074e	pending	-
vrl/rewards/__init__.py	4bf9110447a4f95d0c4b21b609694b875f1f3e25	pending	-
vrl/rewards/artifacts.py	f17a30179b1d5effaa066915dd5bce8238f9e930	pending	-
vrl/rewards/assets/__init__.py	003b4ff11df49f18b5e702ccb2ebe8a73e7e5752	pending	-
vrl/rewards/assets/codex_image_qa_prompts.py	93cbbc15bc44cd4bebb8930e74039600bd280ee6	pending	-
vrl/rewards/assets/hpsv3_prompts.py	309c9d2a7bc38843ecb27b2c7a8f2046e3ef6e33	pending	-
vrl/rewards/assets/kling_prompt_templates.py	b855f8da97d4782431ce44a2be9068943bd82000	pending	-
vrl/rewards/assets/video_judge_prompts.py	d12a02467e2e956ce9d5511eb05a43d05a47d27f	pending	-
vrl/rewards/base.py	99a30e1a2cab374fc98f4841b1492443bb1d5b8f	pending	-
vrl/rewards/functions/__init__.py	d80ce72b0f5df83e38861febcfad26e495036a76	pending	-
vrl/rewards/functions/aesthetic.py	a14d6c75bc03848a40da60b6fffd2efa6349294f	pending	-
vrl/rewards/functions/animereward_quality.py	e205b5aef0a6058a99a54d1b48d97181d5465df8	pending	-
vrl/rewards/functions/codex_image_qa.py	4a4280e68c9f9f0dbe25627e31ab169d5d7bcec3	pending	-
vrl/rewards/functions/cosmos3_reasoner.py	7f81b0dcbcd314100426306a34513156545b4705	pending	-
vrl/rewards/functions/countgd.py	616448ea9021a6f7b9eeb49fd3ff42412e3e7473	pending	-
vrl/rewards/functions/geneval.py	0413749ea8f0f036d3f5964ca31abbfb264d4bcd	pending	-
vrl/rewards/functions/grounded_ocr.py	36379e2dfd839f41c25a7c701c747f5d1080f60c	pending	-
vrl/rewards/functions/hpsv3.py	2630b45c6a86adb5568eef8e100550af12b08c29	pending	-
vrl/rewards/functions/idm_action_following.py	682b39b1180134a9983bdae5db6676ef7ae9c716	pending	-
vrl/rewards/functions/image_sharpness.py	4e7218c1f268d9a424f260162f7360f67321be1b	pending	-
vrl/rewards/functions/kling_video_reward.py	1491fd2164ac22399be6f3fb7f160f81ad24f9bb	pending	-
vrl/rewards/functions/motion_dynamics.py	8292f38ab4714cb77ca58c4fa438a1841fcb650b	pending	-
vrl/rewards/functions/nsfw_safety.py	c9021d966cbe1acfa5651658faf563f8d884fa90	pending	-
vrl/rewards/functions/ocr.py	af7ffef0001bc6c24596f3c15e3c1c585a3bc874	pending	-
